更新日期,更新時間,中國內地,報告/確診個案數目,死亡個案,備註,過去14天新增報告確診個案數目
03/12/2022,11:00,浙江省,4556,1,,818
04/12/2022,11:00,安徽省,1654,6,,88
04/12/2022,11:00,北京巿,16208,13,,9627
04/12/2022,11:00,重慶巿,6701,7,,3203
04/12/2022,11:00,福建省,6436,1,,819
04/12/2022,11:00,甘肅省,1551,2,,68
04/12/2022,11:00,廣東省,42612,8,,18927
04/12/2022,11:00,廣西壯族自治區,2419,2,,62
04/12/2022,11:00,貴州省,1376,2,,317
04/12/2022,11:00,海南省,9252,6,,233
04/12/2022,11:00,河北省,2818,7,,752
04/12/2022,11:00,黑龍江省,4815,13,,1118
04/12/2022,11:00,河南省,7581,23,,1776
04/12/2022,11:00,湖北省,68716,4512,,238
04/12/2022,11:00,湖南省,2282,4,,403
04/12/2022,11:00,內蒙古自治區,7863,1,,1290
04/12/2022,11:00,江蘇省,3564,0,,578
04/12/2022,11:00,江西省,1539,1,,32
04/12/2022,11:00,吉林省,40467,5,,134
04/12/2022,11:00,遼寧省,2643,2,,526
04/12/2022,11:00,寧夏回族自治區,235,0,,9
04/12/2022,11:00,青海省,461,0,,105
04/12/2022,11:00,陝西省,5214,3,,598
04/12/2022,11:00,山東省,4214,8,,846
04/12/2022,11:00,上海巿,64672,595,,303
04/12/2022,11:00,山西省,4831,0,,2560
04/12/2022,11:00,四川省,10005,5,,2579
04/12/2022,11:00,天津巿,2606,3,,46
04/12/2022,11:00,西藏自治區,1506,0,,21
04/12/2022,11:00,新疆自治區（含兵團）,2610,3,,261
04/12/2022,11:00,雲南省,4609,2,,1495
04/12/2022,11:00,浙江省,4708,1,,954
05/12/2022,11:00,安徽省,1668,6,,102
05/12/2022,11:00,北京巿,17239,13,,10501
05/12/2022,11:00,重慶巿,6952,7,,3214
05/12/2022,11:00,福建省,6539,1,,887
05/12/2022,11:00,甘肅省,1559,2,,58
05/12/2022,11:00,廣東省,44315,8,,19608
05/12/2022,11:00,廣西壯族自治區,2424,2,,67
05/12/2022,11:00,貴州省,1385,2,,316
05/12/2022,11:00,海南省,9311,6,,288
05/12/2022,11:00,河北省,2819,7,,751
05/12/2022,11:00,黑龍江省,4932,13,,1218
05/12/2022,11:00,河南省,7701,23,,1735
05/12/2022,11:00,湖北省,68729,4512,,245
05/12/2022,11:00,湖南省,2365,4,,482
05/12/2022,11:00,內蒙古自治區,7929,1,,1264
05/12/2022,11:00,江蘇省,3595,0,,544
05/12/2022,11:00,江西省,1541,1,,29
05/12/2022,11:00,吉林省,40476,5,,137
05/12/2022,11:00,遼寧省,2701,2,,569
05/12/2022,11:00,寧夏回族自治區,236,0,,9
05/12/2022,11:00,青海省,461,0,,96
05/12/2022,11:00,陝西省,5249,3,,603
05/12/2022,11:00,山東省,4237,8,,842
05/12/2022,11:00,上海巿,64718,595,,338
05/12/2022,11:00,山西省,4889,0,,2498
05/12/2022,11:00,四川省,10190,5,,2545
05/12/2022,11:00,天津巿,2608,3,,41
05/12/2022,11:00,西藏自治區,1506,0,,20
05/12/2022,11:00,新疆自治區（含兵團）,2622,3,,255
05/12/2022,11:00,雲南省,4698,2,,1546
05/12/2022,11:00,浙江省,4892,1,,1113
06/12/2022,11:00,安徽省,1675,6,,107
06/12/2022,11:00,北京巿,18404,13,,11392
06/12/2022,11:00,重慶巿,7416,7,,3494
06/12/2022,11:00,福建省,6669,1,,995
06/12/2022,11:00,甘肅省,1559,2,,44
06/12/2022,11:00,廣東省,46450,8,,20927
06/12/2022,11:00,廣西壯族自治區,2424,2,,64
06/12/2022,11:00,貴州省,1415,2,,333
06/12/2022,11:00,海南省,9381,6,,353
06/12/2022,11:00,河北省,2823,7,,750
06/12/2022,11:00,黑龍江省,5038,13,,1296
06/12/2022,11:00,河南省,7864,23,,1823
06/12/2022,11:00,湖北省,68760,4512,,267
06/12/2022,11:00,湖南省,2376,4,,480
06/12/2022,11:00,內蒙古自治區,7974,1,,1231
06/12/2022,11:00,江蘇省,3625,0,,522
06/12/2022,11:00,江西省,1544,1,,32
06/12/2022,11:00,吉林省,40483,5,,144
06/12/2022,11:00,遼寧省,2737,2,,583
06/12/2022,11:00,寧夏回族自治區,236,0,,9
06/12/2022,11:00,青海省,484,0,,116
06/12/2022,11:00,陝西省,5294,3,,622
06/12/2022,11:00,山東省,4264,8,,847
06/12/2022,11:00,上海巿,64767,595,,378
06/12/2022,11:00,山西省,4944,0,,2464
06/12/2022,11:00,四川省,10451,5,,2563
06/12/2022,11:00,天津巿,2611,3,,41
06/12/2022,11:00,西藏自治區,1506,0,,18
06/12/2022,11:00,新疆自治區（含兵團）,2629,3,,243
06/12/2022,11:00,雲南省,4751,2,,1446
06/12/2022,11:00,浙江省,4978,1,,1158
07/12/2022,11:00,安徽省,1680,6,,110
07/12/2022,11:00,北京巿,19588,13,,12180
07/12/2022,11:00,重慶巿,7600,7,,3462
07/12/2022,11:00,福建省,6824,1,,1123
07/12/2022,11:00,甘肅省,1559,2,,43
07/12/2022,11:00,廣東省,48187,8,,21781
07/12/2022,11:00,廣西壯族自治區,2425,2,,64
07/12/2022,11:00,貴州省,1495,2,,393
07/12/2022,11:00,海南省,9466,6,,428
07/12/2022,11:00,河北省,2825,7,,707
07/12/2022,11:00,黑龍江省,5156,13,,1350
07/12/2022,11:00,河南省,8018,23,,1862
07/12/2022,11:00,湖北省,68778,4512,,276
07/12/2022,11:00,湖南省,2390,4,,481
07/12/2022,11:00,內蒙古自治區,8051,1,,1184
07/12/2022,11:00,江蘇省,3666,0,,495
07/12/2022,11:00,江西省,1544,1,,31
07/12/2022,11:00,吉林省,40484,5,,132
07/12/2022,11:00,遼寧省,2795,2,,616
07/12/2022,11:00,寧夏回族自治區,236,0,,8
07/12/2022,11:00,青海省,489,0,,114
07/12/2022,11:00,陝西省,5337,3,,628
07/12/2022,11:00,山東省,4295,8,,846
07/12/2022,11:00,上海巿,64800,595,,391
07/12/2022,11:00,山西省,4961,0,,2324
07/12/2022,11:00,四川省,10666,5,,2503
07/12/2022,11:00,天津巿,2612,3,,35
07/12/2022,11:00,西藏自治區,1508,0,,20
07/12/2022,11:00,新疆自治區（含兵團）,2635,3,,230
07/12/2022,11:00,雲南省,4794,2,,1391
07/12/2022,11:00,浙江省,5077,1,,1224
08/12/2022,11:00,安徽省,1688,6,,116
08/12/2022,11:00,北京巿,20764,13,,12839
08/12/2022,11:00,重慶巿,7755,7,,3204
08/12/2022,11:00,福建省,6952,1,,1216
08/12/2022,11:00,甘肅省,1560,2,,37
08/12/2022,11:00,廣東省,49638,8,,21422
08/12/2022,11:00,廣西壯族自治區,2425,2,,61
08/12/2022,11:00,貴州省,1707,2,,571
08/12/2022,11:00,海南省,9555,6,,512
08/12/2022,11:00,河北省,2825,7,,643
08/12/2022,11:00,黑龍江省,5250,13,,1346
08/12/2022,11:00,河南省,8179,23,,1864
08/12/2022,11:00,湖北省,68796,4512,,285
08/12/2022,11:00,湖南省,2397,4,,465
08/12/2022,11:00,內蒙古自治區,8103,1,,1148
08/12/2022,11:00,江蘇省,3707,0,,482
08/12/2022,11:00,江西省,1545,1,,31
08/12/2022,11:00,吉林省,40484,5,,125
08/12/2022,11:00,遼寧省,2830,2,,612
08/12/2022,11:00,寧夏回族自治區,238,0,,10
08/12/2022,11:00,青海省,499,0,,116
08/12/2022,11:00,陝西省,5365,3,,616
08/12/2022,11:00,山東省,4345,8,,844
08/12/2022,11:00,上海巿,64848,595,,426
08/12/2022,11:00,山西省,4979,0,,2095
08/12/2022,11:00,四川省,10810,5,,2447
08/12/2022,11:00,天津巿,2612,3,,34
08/12/2022,11:00,西藏自治區,1509,0,,21
08/12/2022,11:00,新疆自治區（含兵團）,2639,3,,216
08/12/2022,11:00,雲南省,4850,2,,1420
08/12/2022,11:00,浙江省,5166,1,,1277
09/12/2022,11:00,安徽省,1689,6,,112
09/12/2022,11:00,北京巿,21956,13,,13599
09/12/2022,11:00,重慶巿,7867,7,,3056
09/12/2022,11:00,福建省,7048,1,,1261
09/12/2022,11:00,甘肅省,1560,2,,31
09/12/2022,11:00,廣東省,51041,8,,21910
09/12/2022,11:00,廣西壯族自治區,2427,2,,61
09/12/2022,11:00,貴州省,1737,2,,559
09/12/2022,11:00,海南省,9622,6,,574
09/12/2022,11:00,河北省,2827,7,,316
09/12/2022,11:00,黑龍江省,5298,13,,1286
09/12/2022,11:00,河南省,8377,23,,1922
09/12/2022,11:00,湖北省,68817,4512,,294
09/12/2022,11:00,湖南省,2411,4,,450
09/12/2022,11:00,內蒙古自治區,8135,1,,1094
09/12/2022,11:00,江蘇省,3733,0,,475
09/12/2022,11:00,江西省,1546,1,,23
09/12/2022,11:00,吉林省,40484,5,,117
09/12/2022,11:00,遼寧省,2886,2,,644
09/12/2022,11:00,寧夏回族自治區,238,0,,10
09/12/2022,11:00,青海省,510,0,,118
09/12/2022,11:00,陝西省,5386,3,,603
09/12/2022,11:00,山東省,4410,8,,819
09/12/2022,11:00,上海巿,64881,595,,441
09/12/2022,11:00,山西省,4992,0,,1900
09/12/2022,11:00,四川省,10880,5,,2393
09/12/2022,11:00,天津巿,2614,3,,33
09/12/2022,11:00,西藏自治區,1510,0,,20
09/12/2022,11:00,新疆自治區（含兵團）,2641,3,,198
09/12/2022,11:00,雲南省,4895,2,,1417
09/12/2022,11:00,浙江省,5239,1,,1299
10/12/2022,11:00,安徽省,1691,6,,113
10/12/2022,11:00,北京巿,22884,13,,13940
10/12/2022,11:00,重慶巿,8113,7,,3100
10/12/2022,11:00,福建省,7134,1,,1292
10/12/2022,11:00,甘肅省,1561,2,,27
10/12/2022,11:00,廣東省,52166,8,,22019
10/12/2022,11:00,廣西壯族自治區,2428,2,,49
10/12/2022,11:00,貴州省,1751,2,,542
10/12/2022,11:00,海南省,9744,6,,683
10/12/2022,11:00,河北省,2831,7,,219
10/12/2022,11:00,黑龍江省,5319,13,,1173
10/12/2022,11:00,河南省,8481,23,,1840
10/12/2022,11:00,湖北省,68829,4512,,294
10/12/2022,11:00,湖南省,2412,4,,421
10/12/2022,11:00,內蒙古自治區,8172,1,,1012
10/12/2022,11:00,江蘇省,3745,0,,441
10/12/2022,11:00,江西省,1546,1,,17
10/12/2022,11:00,吉林省,40484,5,,106
10/12/2022,11:00,遼寧省,2928,2,,634
10/12/2022,11:00,寧夏回族自治區,238,0,,10
10/12/2022,11:00,青海省,510,0,,111
10/12/2022,11:00,陝西省,5407,3,,585
10/12/2022,11:00,山東省,4475,8,,773
10/12/2022,11:00,上海巿,64897,595,,443
10/12/2022,11:00,山西省,4996,0,,1580
10/12/2022,11:00,四川省,10983,5,,2335
10/12/2022,11:00,天津巿,2617,3,,29
10/12/2022,11:00,西藏自治區,1510,0,,18
10/12/2022,11:00,新疆自治區（含兵團）,2641,3,,177
10/12/2022,11:00,雲南省,4935,2,,1323
10/12/2022,11:00,浙江省,5311,1,,1337
11/12/2022,11:00,安徽省,1692,6,,104
11/12/2022,11:00,北京巿,23672,13,,13978
11/12/2022,11:00,重慶巿,8259,7,,3047
11/12/2022,11:00,福建省,7176,1,,1290
11/12/2022,11:00,甘肅省,1561,2,,22
11/12/2022,11:00,廣東省,52928,8,,21372
11/12/2022,11:00,廣西壯族自治區,2428,2,,44
11/12/2022,11:00,貴州省,1753,2,,516
11/12/2022,11:00,海南省,9907,6,,839
11/12/2022,11:00,河北省,2834,7,,143
11/12/2022,11:00,黑龍江省,5344,13,,1066
11/12/2022,11:00,河南省,8525,23,,1715
11/12/2022,11:00,湖北省,68847,4512,,304
11/12/2022,11:00,湖南省,2425,4,,408
11/12/2022,11:00,內蒙古自治區,8195,1,,929
11/12/2022,11:00,江蘇省,3768,0,,442
11/12/2022,11:00,江西省,1546,1,,16
11/12/2022,11:00,吉林省,40484,5,,102
11/12/2022,11:00,遼寧省,2958,2,,618
11/12/2022,11:00,寧夏回族自治區,238,0,,7
11/12/2022,11:00,青海省,510,0,,104
11/12/2022,11:00,陝西省,5425,3,,551
11/12/2022,11:00,山東省,4492,8,,692
11/12/2022,11:00,上海巿,64905,595,,432
11/12/2022,11:00,山西省,5000,0,,1395
11/12/2022,11:00,四川省,11062,5,,2293
11/12/2022,11:00,天津巿,2619,3,,30
11/12/2022,11:00,西藏自治區,1510,0,,16
11/12/2022,11:00,新疆自治區（含兵團）,2641,3,,157
11/12/2022,11:00,雲南省,4956,2,,1261
11/12/2022,11:00,浙江省,5417,1,,1379
12/12/2022,11:00,安徽省,1693,6,,97
12/12/2022,11:00,北京巿,24205,13,,13655
12/12/2022,11:00,重慶巿,8362,7,,2912
12/12/2022,11:00,福建省,7218,1,,1263
12/12/2022,11:00,甘肅省,1561,2,,14
12/12/2022,11:00,廣東省,53828,8,,20901
12/12/2022,11:00,廣西壯族自治區,2430,2,,44
12/12/2022,11:00,貴州省,1755,2,,496
12/12/2022,11:00,海南省,10114,6,,1036
12/12/2022,11:00,河北省,2836,7,,105
12/12/2022,11:00,黑龍江省,5357,13,,1025
12/12/2022,11:00,河南省,8605,23,,1638
12/12/2022,11:00,湖北省,68857,4512,,296
12/12/2022,11:00,湖南省,2432,4,,392
12/12/2022,11:00,內蒙古自治區,8216,1,,826
12/12/2022,11:00,江蘇省,3778,0,,420
12/12/2022,11:00,江西省,1546,1,,16
12/12/2022,11:00,吉林省,40484,5,,94
12/12/2022,11:00,遼寧省,2988,2,,594
12/12/2022,11:00,寧夏回族自治區,238,0,,7
12/12/2022,11:00,青海省,510,0,,100
12/12/2022,11:00,陝西省,5430,3,,501
12/12/2022,11:00,山東省,4506,8,,610
12/12/2022,11:00,上海巿,64923,595,,430
12/12/2022,11:00,山西省,5004,0,,1237
12/12/2022,11:00,四川省,11168,5,,2241
12/12/2022,11:00,天津巿,2623,3,,28
12/12/2022,11:00,西藏自治區,1511,0,,12
12/12/2022,11:00,新疆自治區（含兵團）,2641,3,,133
12/12/2022,11:00,雲南省,4975,2,,1147
12/12/2022,11:00,浙江省,5523,1,,1420
13/12/2022,11:00,安徽省,1699,6,,98
13/12/2022,11:00,北京巿,24772,13,,13249
13/12/2022,11:00,重慶巿,8542,7,,2881
13/12/2022,11:00,福建省,7248,1,,1229
13/12/2022,11:00,甘肅省,1561,2,,11
13/12/2022,11:00,廣東省,54625,8,,20511
13/12/2022,11:00,廣西壯族自治區,2431,2,,41
13/12/2022,11:00,貴州省,1756,2,,479
13/12/2022,11:00,海南省,10300,6,,1210
13/12/2022,11:00,河北省,2838,7,,88
13/12/2022,11:00,黑龍江省,5377,13,,995
13/12/2022,11:00,河南省,8679,23,,1548
13/12/2022,11:00,湖北省,68862,4512,,274
13/12/2022,11:00,湖南省,2441,4,,360
13/12/2022,11:00,內蒙古自治區,8223,1,,742
13/12/2022,11:00,江蘇省,3782,0,,398
13/12/2022,11:00,江西省,1548,1,,15
13/12/2022,11:00,吉林省,40484,5,,71
13/12/2022,11:00,遼寧省,3002,2,,583
13/12/2022,11:00,寧夏回族自治區,239,0,,8
13/12/2022,11:00,青海省,510,0,,93
13/12/2022,11:00,陝西省,5439,3,,471
13/12/2022,11:00,山東省,4535,8,,579
13/12/2022,11:00,上海巿,64945,595,,426
13/12/2022,11:00,山西省,5016,0,,1114
13/12/2022,11:00,四川省,11239,5,,2133
13/12/2022,11:00,天津巿,2627,3,,29
13/12/2022,11:00,西藏自治區,1512,0,,10
13/12/2022,11:00,新疆自治區（含兵團）,2641,3,,110
13/12/2022,11:00,雲南省,4991,2,,1019
13/12/2022,11:00,浙江省,5768,1,,1606
14/12/2022,11:00,安徽省,1699,6,,85
14/12/2022,11:00,北京巿,25254,13,,12446
14/12/2022,11:00,重慶巿,8721,7,,2892
14/12/2022,11:00,福建省,7326,1,,1241
14/12/2022,11:00,甘肅省,1561,2,,10
14/12/2022,11:00,廣東省,55674,8,,20031
14/12/2022,11:00,廣西壯族自治區,2433,2,,38
14/12/2022,11:00,貴州省,1760,2,,463
14/12/2022,11:00,海南省,10412,6,,1307
14/12/2022,11:00,河北省,2839,7,,72
14/12/2022,11:00,黑龍江省,5389,13,,955
14/12/2022,11:00,河南省,8745,23,,1481
14/12/2022,11:00,湖北省,68864,4512,,255
14/12/2022,11:00,湖南省,2442,4,,313
14/12/2022,11:00,內蒙古自治區,8238,1,,650
14/12/2022,11:00,江蘇省,3795,0,,379
14/12/2022,11:00,江西省,1548,1,,14
14/12/2022,11:00,吉林省,40484,5,,63
14/12/2022,11:00,遼寧省,3022,2,,566
14/12/2022,11:00,寧夏回族自治區,239,0,,8
14/12/2022,11:00,青海省,510,0,,88
14/12/2022,11:00,陝西省,5462,3,,459
14/12/2022,11:00,山東省,4563,8,,521
14/12/2022,11:00,上海巿,64965,595,,426
14/12/2022,11:00,山西省,5017,0,,930
14/12/2022,11:00,四川省,11315,5,,2035
14/12/2022,11:00,天津巿,2628,3,,26
14/12/2022,11:00,西藏自治區,1512,0,,9
14/12/2022,11:00,新疆自治區（含兵團）,2641,3,,87
14/12/2022,11:00,雲南省,5007,2,,915
14/12/2022,11:00,浙江省,5858,1,,1619
15/12/2022,11:00,安徽省,1703,6,,87
15/12/2022,11:00,北京巿,25763,13,,11920
15/12/2022,11:00,重慶巿,8864,7,,2824
15/12/2022,11:00,福建省,7387,1,,1214
15/12/2022,11:00,甘肅省,1561,2,,10
15/12/2022,11:00,廣東省,56548,8,,19294
15/12/2022,11:00,廣西壯族自治區,2434,2,,34
15/12/2022,11:00,貴州省,1762,2,,441
15/12/2022,11:00,海南省,10435,6,,1301
15/12/2022,11:00,河北省,2851,7,,68
15/12/2022,11:00,黑龍江省,5406,13,,882
15/12/2022,11:00,河南省,8812,23,,1473
15/12/2022,11:00,湖北省,68864,4512,,235
15/12/2022,11:00,湖南省,2442,4,,287
15/12/2022,11:00,內蒙古自治區,8264,1,,599
15/12/2022,11:00,江蘇省,3805,0,,352
15/12/2022,11:00,江西省,1549,1,,15
15/12/2022,11:00,吉林省,40484,5,,45
15/12/2022,11:00,遼寧省,3044,2,,533
15/12/2022,11:00,寧夏回族自治區,239,0,,8
15/12/2022,11:00,青海省,510,0,,83
15/12/2022,11:00,陝西省,5472,3,,423
15/12/2022,11:00,山東省,4582,8,,497
15/12/2022,11:00,上海巿,64990,595,,422
15/12/2022,11:00,山西省,5020,0,,718
15/12/2022,11:00,四川省,11388,5,,1935
15/12/2022,11:00,天津巿,2645,3,,42
15/12/2022,11:00,西藏自治區,1512,0,,7
15/12/2022,11:00,新疆自治區（含兵團）,2641,3,,66
15/12/2022,11:00,雲南省,5027,2,,832
15/12/2022,11:00,浙江省,5919,1,,1587
16/12/2022,11:00,安徽省,1703,6,,83
16/12/2022,11:00,北京巿,26205,13,,11414
16/12/2022,11:00,重慶巿,9018,7,,2787
16/12/2022,11:00,福建省,7450,1,,1186
16/12/2022,11:00,甘肅省,1561,2,,10
16/12/2022,11:00,廣東省,57630,8,,18578
16/12/2022,11:00,廣西壯族自治區,2438,2,,29
16/12/2022,11:00,貴州省,1770,2,,437
16/12/2022,11:00,海南省,10437,6,,1277
16/12/2022,11:00,河北省,2864,7,,63
16/12/2022,11:00,黑龍江省,5419,13,,807
16/12/2022,11:00,河南省,8842,23,,1422
16/12/2022,11:00,湖北省,68864,4512,,214
16/12/2022,11:00,湖南省,2442,4,,257
16/12/2022,11:00,內蒙古自治區,8293,1,,572
16/12/2022,11:00,江蘇省,3815,0,,335
16/12/2022,11:00,江西省,1549,1,,11
16/12/2022,11:00,吉林省,40484,5,,35
16/12/2022,11:00,遼寧省,3059,2,,498
16/12/2022,11:00,寧夏回族自治區,242,0,,10
16/12/2022,11:00,青海省,521,0,,85
16/12/2022,11:00,陝西省,5475,3,,358
16/12/2022,11:00,山東省,4624,8,,496
16/12/2022,11:00,上海巿,65032,595,,434
16/12/2022,11:00,山西省,5036,0,,541
16/12/2022,11:00,四川省,11460,5,,1837
16/12/2022,11:00,天津巿,2670,3,,66
16/12/2022,11:00,西藏自治區,1513,0,,7
16/12/2022,11:00,新疆自治區（含兵團）,2641,3,,55
16/12/2022,11:00,雲南省,5060,2,,692
16/12/2022,11:00,浙江省,5963,1,,1517
17/12/2022,11:00,安徽省,1704,6,,76
17/12/2022,11:00,北京巿,26658,13,,11162
17/12/2022,11:00,重慶巿,9196,7,,2758
17/12/2022,11:00,福建省,7564,1,,1220
17/12/2022,11:00,甘肅省,1561,2,,10
17/12/2022,11:00,廣東省,58633,8,,17903
17/12/2022,11:00,廣西壯族自治區,2438,2,,27
17/12/2022,11:00,貴州省,1777,2,,421
17/12/2022,11:00,海南省,10437,6,,1240
17/12/2022,11:00,河北省,2877,7,,61
17/12/2022,11:00,黑龍江省,5431,13,,708
17/12/2022,11:00,河南省,8884,23,,1389
17/12/2022,11:00,湖北省,68864,4512,,168
17/12/2022,11:00,湖南省,2483,4,,267
17/12/2022,11:00,內蒙古自治區,8319,1,,511
17/12/2022,11:00,江蘇省,3822,0,,298
17/12/2022,11:00,江西省,1549,1,,10
17/12/2022,11:00,吉林省,40486,5,,28
17/12/2022,11:00,遼寧省,3071,2,,450
17/12/2022,11:00,寧夏回族自治區,242,0,,8
17/12/2022,11:00,青海省,524,0,,75
17/12/2022,11:00,陝西省,5492,3,,309
17/12/2022,11:00,山東省,4682,8,,514
17/12/2022,11:00,上海巿,65092,595,,462
17/12/2022,11:00,山西省,5046,0,,364
17/12/2022,11:00,四川省,11563,5,,1747
17/12/2022,11:00,天津巿,2699,3,,93
17/12/2022,11:00,西藏自治區,1513,0,,7
17/12/2022,11:00,新疆自治區（含兵團）,2641,3,,42
17/12/2022,11:00,雲南省,5103,2,,624
17/12/2022,11:00,浙江省,6015,1,,1459
18/12/2022,11:00,安徽省,1704,6,,50
18/12/2022,11:00,北京巿,27061,13,,10853
18/12/2022,11:00,重慶巿,9380,7,,2679
18/12/2022,11:00,福建省,7668,1,,1232
18/12/2022,11:00,甘肅省,1561,2,,10
18/12/2022,11:00,廣東省,59565,8,,16953
18/12/2022,11:00,廣西壯族自治區,2440,2,,21
18/12/2022,11:00,貴州省,1777,2,,401
18/12/2022,11:00,海南省,10440,6,,1188
18/12/2022,11:00,河北省,2891,7,,73
18/12/2022,11:00,黑龍江省,5437,13,,622
18/12/2022,11:00,河南省,8914,23,,1333
18/12/2022,11:00,湖北省,68864,4512,,148
18/12/2022,11:00,湖南省,2562,4,,280
18/12/2022,11:00,內蒙古自治區,8336,1,,473
18/12/2022,11:00,江蘇省,3835,0,,271
18/12/2022,11:00,江西省,1549,1,,10
18/12/2022,11:00,吉林省,40486,5,,19
18/12/2022,11:00,遼寧省,3081,2,,438
18/12/2022,11:00,寧夏回族自治區,242,0,,7
18/12/2022,11:00,青海省,529,0,,68
18/12/2022,11:00,陝西省,5505,3,,291
18/12/2022,11:00,山東省,4715,8,,501
18/12/2022,11:00,上海巿,65116,595,,444
18/12/2022,11:00,山西省,5055,0,,224
18/12/2022,11:00,四川省,11637,5,,1632
18/12/2022,11:00,天津巿,2741,3,,135
18/12/2022,11:00,西藏自治區,1513,0,,7
18/12/2022,11:00,新疆自治區（含兵團）,2641,3,,31
18/12/2022,11:00,雲南省,5158,2,,549
18/12/2022,11:00,浙江省,6060,1,,1352
19/12/2022,11:00,安徽省,1705,6,,37
19/12/2022,11:00,北京巿,27382,15,,10143
19/12/2022,11:00,重慶巿,9578,7,,2626
19/12/2022,11:00,福建省,7757,1,,1218
19/12/2022,11:00,甘肅省,1562,2,,3
19/12/2022,11:00,廣東省,60442,8,,16127
19/12/2022,11:00,廣西壯族自治區,2440,2,,16
19/12/2022,11:00,貴州省,1777,2,,392
19/12/2022,11:00,海南省,10443,6,,1132
19/12/2022,11:00,河北省,2902,7,,83
19/12/2022,11:00,黑龍江省,5448,13,,516
19/12/2022,11:00,河南省,8953,23,,1252
19/12/2022,11:00,湖北省,68864,4512,,135
19/12/2022,11:00,湖南省,2655,4,,290
19/12/2022,11:00,內蒙古自治區,8363,1,,434
19/12/2022,11:00,江蘇省,3837,0,,242
19/12/2022,11:00,江西省,1549,1,,8
19/12/2022,11:00,吉林省,40486,5,,10
19/12/2022,11:00,遼寧省,3084,2,,383
19/12/2022,11:00,寧夏回族自治區,242,0,,6
19/12/2022,11:00,青海省,531,0,,70
19/12/2022,11:00,陝西省,5521,3,,272
19/12/2022,11:00,山東省,4754,8,,517
19/12/2022,11:00,上海巿,65141,595,,423
19/12/2022,11:00,山西省,5059,0,,170
19/12/2022,11:00,四川省,11716,5,,1526
19/12/2022,11:00,天津巿,2781,3,,173
19/12/2022,11:00,西藏自治區,1513,0,,7
19/12/2022,11:00,新疆自治區（含兵團）,2641,3,,19
19/12/2022,11:00,雲南省,5232,2,,534
19/12/2022,11:00,浙江省,6100,1,,1208
20/12/2022,11:00,安徽省,1705,6,,30
20/12/2022,11:00,北京巿,27843,20,,9439
20/12/2022,11:00,重慶巿,9767,7,,2351
20/12/2022,11:00,福建省,7882,1,,1213
20/12/2022,11:00,甘肅省,1562,2,,3
20/12/2022,11:00,廣東省,61553,8,,15103
20/12/2022,11:00,廣西壯族自治區,2443,2,,19
20/12/2022,11:00,貴州省,1778,2,,363
20/12/2022,11:00,海南省,10447,6,,1066
20/12/2022,11:00,河北省,2914,7,,91
20/12/2022,11:00,黑龍江省,5466,13,,428
20/12/2022,11:00,河南省,8998,23,,1134
20/12/2022,11:00,湖北省,68864,4512,,104
20/12/2022,11:00,湖南省,2770,4,,394
20/12/2022,11:00,內蒙古自治區,8387,1,,413
20/12/2022,11:00,江蘇省,3841,0,,216
20/12/2022,11:00,江西省,1686,1,,142
20/12/2022,11:00,吉林省,40491,5,,8
20/12/2022,11:00,遼寧省,3086,2,,349
20/12/2022,11:00,寧夏回族自治區,242,0,,6
20/12/2022,11:00,青海省,531,0,,47
20/12/2022,11:00,陝西省,5548,3,,254
20/12/2022,11:00,山東省,4788,8,,524
20/12/2022,11:00,上海巿,65252,595,,485
20/12/2022,11:00,山西省,5072,0,,128
20/12/2022,11:00,四川省,11819,5,,1368
20/12/2022,11:00,天津巿,2827,3,,216
20/12/2022,11:00,西藏自治區,1513,0,,7
20/12/2022,11:00,新疆自治區（含兵團）,2641,3,,12
20/12/2022,11:00,雲南省,5317,2,,566
20/12/2022,11:00,浙江省,6147,1,,1169
21/12/2022,11:00,安徽省,1705,6,,25
21/12/2022,11:00,北京巿,28387,19,,8799
21/12/2022,11:00,重慶巿,9972,7,,2372
21/12/2022,11:00,福建省,8066,1,,1242
21/12/2022,11:00,甘肅省,1563,2,,4
21/12/2022,11:00,廣東省,62742,8,,14555
21/12/2022,11:00,廣西壯族自治區,2447,2,,22
21/12/2022,11:00,貴州省,1794,2,,299
21/12/2022,11:00,海南省,10449,6,,983
21/12/2022,11:00,河北省,2929,7,,104
21/12/2022,11:00,黑龍江省,5476,13,,320
21/12/2022,11:00,河南省,9034,23,,1016
21/12/2022,11:00,湖北省,68864,4512,,86
21/12/2022,11:00,湖南省,2889,4,,499
21/12/2022,11:00,內蒙古自治區,8390,1,,339
21/12/2022,11:00,江蘇省,3848,0,,182
21/12/2022,11:00,江西省,1931,1,,387
21/12/2022,11:00,吉林省,40491,5,,7
21/12/2022,11:00,遼寧省,3089,2,,294
21/12/2022,11:00,寧夏回族自治區,242,0,,6
21/12/2022,11:00,青海省,536,0,,47
21/12/2022,11:00,陝西省,5570,3,,233
21/12/2022,11:00,山東省,4809,8,,514
21/12/2022,11:00,上海巿,65364,595,,564
21/12/2022,11:00,山西省,5104,0,,143
21/12/2022,11:00,四川省,11922,5,,1256
21/12/2022,11:00,天津巿,2886,3,,274
21/12/2022,11:00,西藏自治區,1513,0,,5
21/12/2022,11:00,新疆自治區（含兵團）,2641,3,,6
21/12/2022,11:00,雲南省,5444,2,,650
21/12/2022,11:00,浙江省,6184,1,,1107
